Record_ID,Supply_Date,Zone,Distribution_Station,Water_Source,Supply_Volume_Liters,Consumption_Liters,Water_Loss_Liters,Pressure_PSI,Pipeline_ID,Leakage_Events,Water_Quality,PH_Value,Turbidity_NTU,Consumer_Count,Maintenance_Cost,System_Status
9759,2026-06-23,East,DS8,TreatmentPlant,45489.12,41589.9,3899.22,79.7,P996,4,Poor,7.78,6.49,1392,6210.27,Maintenance
9760,2026-02-26,West,DS23,Reservoir,188494.35,139248.18,49246.17,77.6,P867,3,Poor,6.86,9.71,1726,25453.26,Normal
9761,2026-05-07,Central,DS27,Groundwater,54089.84,45863.44,8226.4,61.5,P771,2,Good,8.41,8.11,3648,5388.69,Normal
9762,2026-01-27,North,DS4,Groundwater,155056.11,131119.68,23936.43,29.4,P703,2,Excellent,8.06,5.54,2708,11301.5,Normal
9763,2026-06-02,West,DS1,River,60862.99,42789.87,18073.12,46.4,P861,2,Good,6.67,4.55,2623,83312.77,Normal
9764,2026-05-23,West,DS26,Reservoir,30016.44,23912.91,6103.53,76.3,P480,0,Poor,7.57,3.71,2180,67769.6,Maintenance
9765,2026-06-24,Central,DS12,Groundwater,45674.55,32285.93,13388.62,51.2,P129,2,Excellent,6.92,4.91,2511,37831.15,Maintenance
9766,2026-06-08,North,DS24,River,52830.15,47952.06,4878.09,70.2,P560,4,Poor,7.47,3.08,3149,79168.26,Normal
9767,2026-05-20,East,DS5,Groundwater,110997.9,85250.44,25747.46,76.7,P212,0,Excellent,8.32,0.93,660,51321.53,Maintenance
9768,2026-02-21,South,DS8,Reservoir,130811.46,90871.4,39940.06,60.7,P850,2,Moderate,7.69,3.02,671,69958.74,Normal
9769,2026-06-13,West,DS25,Groundwater,35901.1,33734.82,2166.28,67.9,P563,3,Poor,6.63,2.04,998,86114.73,Normal
9770,2026-02-09,West,DS30,Reservoir,113998.05,97565.29,16432.76,42.1,P909,2,Excellent,6.57,4.27,1634,12894.42,Normal
9771,2026-04-30,West,DS22,Reservoir,24013.68,22122.2,1891.48,39.7,P137,4,Poor,7.22,9.64,2387,89259.43,Leakage
9772,2026-01-22,South,DS1,Groundwater,46706.5,44290.91,2415.59,40.0,P305,2,Moderate,8.15,6.61,4903,4708.34,Normal
9773,2026-01-11,West,DS29,Groundwater,110720.62,101654.48,9066.14,45.3,P362,3,Moderate,6.98,6.53,885,52271.56,Normal
9774,2026-04-09,South,DS18,Reservoir,83177.44,63082.61,20094.83,42.0,P595,5,Moderate,6.86,2.01,3360,93143.25,Maintenance
9775,2026-05-18,North,DS30,Groundwater,75984.43,73019.94,2964.49,35.5,P217,3,Good,6.88,5.99,4726,83556.53,Normal
9776,2026-05-31,Central,DS10,Groundwater,159180.21,145735.33,13444.88,31.2,P421,0,Excellent,8.27,9.0,2635,23961.65,Normal
9777,2026-03-27,Central,DS12,Reservoir,133734.27,117326.7,16407.57,27.5,P132,2,Excellent,8.04,7.68,4685,2759.47,Normal
9778,2026-03-21,Central,DS6,River,45590.4,40246.78,5343.62,76.1,P659,1,Poor,7.27,6.02,4613,66610.02,Normal
9779,2026-06-20,Central,DS22,TreatmentPlant,127502.11,94352.89,33149.22,48.1,P832,1,Moderate,8.13,3.23,3891,83973.47,Normal
9780,2026-03-16,East,DS4,River,102672.45,88843.09,13829.36,29.4,P213,5,Good,8.29,4.17,2881,27732.88,Leakage
9781,2026-02-02,Central,DS17,TreatmentPlant,83892.65,62348.34,21544.31,22.6,P999,5,Good,8.4,1.16,2980,97070.85,Normal
9782,2026-02-25,South,DS12,River,158670.47,106592.78,52077.69,34.8,P155,1,Good,8.5,5.59,2852,32886.46,Normal
9783,2026-01-05,North,DS6,Reservoir,25894.48,21183.37,4711.11,71.3,P878,2,Excellent,8.48,3.59,4536,27938.34,Maintenance
9784,2026-04-19,North,DS25,River,114346.46,96417.83,17928.63,56.3,P496,4,Poor,6.97,9.52,2043,21017.29,Normal
9785,2026-01-24,South,DS15,Reservoir,18371.68,13246.6,5125.08,43.7,P630,2,Moderate,7.07,0.44,1456,91647.2,Normal
9786,2026-04-01,Central,DS16,Groundwater,192523.68,153230.73,39292.95,73.4,P991,4,Poor,8.11,1.95,2083,31344.88,Normal
9787,2026-04-04,East,DS4,Reservoir,131029.83,96467.79,34562.04,31.7,P680,0,Moderate,6.69,5.97,3877,92711.56,Normal
9788,2026-03-13,East,DS30,TreatmentPlant,195447.39,180876.23,14571.16,75.9,P717,0,Poor,7.66,5.19,727,78738.64,Maintenance
9789,2026-02-07,East,DS17,Groundwater,166051.09,114066.69,51984.4,67.5,P810,5,Moderate,7.02,9.44,2940,10321.16,Normal
9790,2026-01-31,North,DS16,River,17007.48,12547.82,4459.66,52.2,P662,5,Poor,8.4,6.12,4995,37196.97,Normal
9791,2026-03-17,Central,DS4,TreatmentPlant,29934.58,23536.13,6398.45,66.3,P732,0,Poor,6.52,8.27,2459,46021.73,Normal
9792,2026-03-06,South,DS17,Reservoir,158394.53,115944.8,42449.73,25.1,P690,2,Poor,7.21,4.3,1956,68751.02,Normal
9793,2026-03-07,West,DS6,Groundwater,57435.68,47230.43,10205.25,63.0,P362,1,Moderate,7.31,6.75,2570,26565.8,Normal
9794,2026-04-29,West,DS27,Reservoir,96189.43,86993.14,9196.29,42.8,P875,0,Moderate,8.05,9.03,2515,94162.48,Normal
9795,2026-04-02,Central,DS23,TreatmentPlant,29489.4,25755.16,3734.24,60.4,P214,4,Good,7.27,0.7,1393,91116.17,Normal
9796,2026-03-21,Central,DS27,Reservoir,132381.23,108170.03,24211.2,74.0,P457,4,Good,8.13,6.19,4619,1493.18,Maintenance
9797,2026-04-30,East,DS19,Groundwater,148929.42,125955.75,22973.67,61.9,P596,1,Good,8.09,3.99,2379,97744.29,Normal
9798,2026-02-03,North,DS16,Groundwater,59937.11,46035.19,13901.92,41.2,P495,5,Good,7.17,2.4,1685,45387.74,Normal
9799,2026-03-02,East,DS1,Groundwater,42023.31,33494.84,8528.47,37.9,P152,2,Moderate,8.35,1.72,784,66785.16,Leakage
9800,2026-04-08,West,DS14,TreatmentPlant,157127.31,150131.66,6995.65,71.1,P254,5,Excellent,7.44,9.13,1462,95673.36,Leakage
9801,2026-05-13,Central,DS22,Reservoir,32459.39,30832.03,1627.36,25.1,P102,5,Excellent,6.68,8.16,1082,55341.1,Normal
9802,2026-03-20,Central,DS19,TreatmentPlant,140002.78,136908.78,3094.0,47.9,P654,2,Good,6.52,7.54,3383,68609.25,Maintenance
9803,2026-06-16,Central,DS22,TreatmentPlant,34011.32,32052.41,1958.91,43.1,P194,0,Excellent,6.67,0.16,4962,20589.59,Maintenance
9804,2026-04-11,West,DS13,Reservoir,136756.47,89613.16,47143.31,69.4,P121,1,Good,7.86,4.34,2246,87226.78,Normal
9805,2026-01-14,North,DS20,River,30125.89,22222.28,7903.61,22.4,P166,2,Poor,7.78,4.27,3744,57602.16,Normal
9806,2026-03-24,Central,DS16,TreatmentPlant,81735.81,59795.99,21939.82,36.1,P680,3,Poor,7.33,5.43,1356,32585.34,Maintenance
9807,2026-05-14,North,DS24,Reservoir,152685.3,111588.26,41097.04,28.8,P710,4,Excellent,6.9,8.18,4033,99035.38,Normal
9808,2026-01-31,Central,DS24,River,149843.6,143934.7,5908.9,53.1,P311,3,Poor,8.27,9.29,848,71401.82,Normal
9809,2026-06-18,North,DS29,River,38701.84,37762.64,939.2,23.5,P255,5,Moderate,7.34,3.2,2886,53083.34,Maintenance
9810,2026-02-23,South,DS24,River,54784.21,48625.04,6159.17,33.4,P551,0,Moderate,8.19,2.93,3346,26231.38,Normal
9811,2026-04-15,Central,DS20,TreatmentPlant,157473.89,109322.52,48151.37,71.8,P302,1,Good,7.64,2.61,3521,81402.79,Leakage
9812,2026-01-11,East,DS9,River,188051.52,142039.17,46012.35,21.7,P435,4,Poor,7.07,8.76,1926,33525.16,Leakage
9813,2026-06-28,West,DS15,Reservoir,100305.6,74344.74,25960.86,28.3,P654,4,Poor,8.38,6.7,3715,96857.62,Normal
9814,2026-02-19,North,DS24,Groundwater,174150.5,113492.07,60658.43,31.9,P708,4,Moderate,6.61,3.68,4036,9436.62,Normal
9815,2026-06-07,South,DS16,River,71118.73,52948.39,18170.34,23.9,P149,4,Excellent,8.34,5.73,3295,17347.4,Normal
9816,2026-02-15,North,DS16,TreatmentPlant,176061.15,140152.02,35909.13,68.6,P326,4,Moderate,7.01,5.13,3008,64041.67,Normal
9817,2026-02-02,West,DS7,Reservoir,87279.18,61562.9,25716.28,74.0,P433,2,Moderate,7.58,8.72,2842,30303.51,Normal
9818,2026-02-23,Central,DS14,Groundwater,56071.92,44802.12,11269.8,33.3,P185,1,Excellent,8.32,8.66,4422,1731.22,Normal
9819,2026-03-31,Central,DS30,Reservoir,191062.53,155642.39,35420.14,33.7,P558,1,Moderate,7.85,4.41,4104,51408.33,Maintenance
9820,2026-04-17,Central,DS24,River,62114.76,56889.61,5225.15,39.9,P262,5,Good,8.17,9.13,4109,74515.03,Normal
9821,2026-06-14,South,DS22,Reservoir,143352.95,117471.81,25881.14,72.8,P767,3,Good,7.77,1.0,2845,16758.41,Normal
9822,2026-06-12,Central,DS22,TreatmentPlant,112619.26,84003.72,28615.54,32.2,P254,3,Excellent,6.87,9.33,2496,31718.71,Maintenance
9823,2026-03-18,Central,DS20,TreatmentPlant,134534.76,91129.34,43405.42,47.5,P927,4,Good,6.51,8.37,524,68460.53,Critical
9824,2026-06-21,Central,DS12,TreatmentPlant,73344.37,59993.14,13351.23,61.7,P571,1,Excellent,7.92,2.43,1905,34031.83,Normal
9825,2026-05-28,North,DS14,TreatmentPlant,119054.27,99083.63,19970.64,77.9,P579,4,Excellent,7.47,0.91,2814,31680.49,Normal
9826,2026-01-01,South,DS4,Groundwater,69511.78,56584.58,12927.2,73.1,P160,3,Good,8.48,2.44,2050,96821.65,Maintenance
9827,2026-05-23,East,DS29,Groundwater,78960.66,51470.6,27490.06,27.2,P543,5,Good,6.65,8.67,1287,41365.99,Normal
9828,2026-02-28,North,DS12,TreatmentPlant,19868.14,17732.58,2135.56,60.1,P133,3,Excellent,7.44,6.87,685,95847.53,Normal
9829,2026-03-14,East,DS22,River,45230.76,31062.44,14168.32,63.5,P862,2,Poor,6.94,5.27,2194,78264.8,Maintenance
9830,2026-02-19,North,DS6,River,12466.74,9584.83,2881.91,72.7,P597,2,Moderate,7.2,0.65,3290,55756.94,Normal
9831,2026-03-20,West,DS19,River,21241.29,18151.69,3089.6,21.2,P721,5,Moderate,8.43,3.49,1924,28897.57,Normal
9832,2026-05-06,East,DS29,Reservoir,197564.41,174367.66,23196.75,66.7,P525,4,Good,6.83,7.62,645,45890.44,Normal
9833,2026-04-10,North,DS29,Reservoir,16071.03,11219.44,4851.59,25.9,P241,0,Moderate,8.3,2.11,2293,96339.24,Normal
9834,2026-05-12,East,DS28,River,183383.42,159891.01,23492.41,62.6,P441,1,Good,6.87,1.77,1602,92026.82,Normal
9835,2026-05-30,East,DS10,TreatmentPlant,182691.88,147239.21,35452.67,43.8,P439,2,Poor,7.72,5.21,4699,3243.95,Normal
9836,2026-04-24,Central,DS2,Reservoir,191435.04,130355.47,61079.57,24.1,P663,1,Excellent,6.99,2.13,4923,65686.77,Normal
9837,2026-05-12,West,DS1,Reservoir,169568.2,119028.48,50539.72,38.4,P449,5,Moderate,8.32,2.44,3313,94531.83,Maintenance
9838,2026-03-29,East,DS1,Groundwater,79574.95,74792.98,4781.97,33.5,P736,1,Excellent,7.54,7.41,2232,55084.76,Normal
9839,2026-06-27,East,DS8,Groundwater,13000.1,9254.16,3745.94,76.1,P882,1,Moderate,7.85,8.72,4016,12230.47,Normal
9840,2026-01-16,West,DS26,Groundwater,15960.5,13063.13,2897.37,72.5,P448,3,Good,6.63,1.97,4532,73955.11,Maintenance
9841,2026-04-12,North,DS26,River,118750.73,82659.0,36091.73,51.1,P481,5,Poor,7.53,2.94,4664,41485.12,Leakage
9842,2026-04-08,North,DS17,River,185894.01,157375.89,28518.12,49.8,P964,0,Good,7.83,4.16,4669,5355.93,Leakage
9843,2026-05-23,West,DS15,TreatmentPlant,189259.3,180540.54,8718.76,49.2,P264,5,Moderate,7.62,8.69,2504,91021.51,Normal
9844,2026-02-20,East,DS17,River,104113.43,80993.45,23119.98,70.5,P394,5,Moderate,7.98,8.77,1208,3347.5,Leakage
9845,2026-01-13,West,DS18,River,81404.19,54938.52,26465.67,32.0,P201,2,Moderate,8.35,9.78,2657,37016.43,Normal
9846,2026-03-18,South,DS29,TreatmentPlant,26882.61,20803.97,6078.64,47.7,P122,2,Excellent,8.0,6.01,4112,69782.07,Leakage
9847,2026-01-31,Central,DS30,River,149995.69,146985.68,3010.01,23.3,P348,1,Good,7.3,8.74,4054,10392.3,Normal
9848,2026-01-29,Central,DS22,TreatmentPlant,178651.11,151513.28,27137.83,71.6,P305,3,Moderate,7.39,8.73,4769,32185.46,Normal
9849,2026-01-30,Central,DS11,Reservoir,121257.43,112931.94,8325.49,25.3,P223,4,Excellent,8.11,7.9,4090,51878.13,Normal
9850,2026-02-02,North,DS4,Groundwater,96874.43,71212.77,25661.66,46.0,P937,2,Excellent,7.25,3.61,1198,71605.04,Normal
9851,2026-06-29,South,DS6,River,19045.54,15592.61,3452.93,55.7,P992,2,Poor,7.5,0.86,4647,77397.35,Normal
9852,2026-01-13,North,DS24,TreatmentPlant,29592.41,26007.6,3584.81,31.7,P138,2,Moderate,7.55,1.36,1352,77272.54,Leakage
9853,2026-02-06,West,DS2,Reservoir,69751.56,63173.71,6577.85,75.2,P579,1,Moderate,7.56,8.39,2507,71598.04,Normal
9854,2026-01-23,Central,DS21,Groundwater,195339.91,153509.73,41830.18,25.5,P817,1,Poor,7.21,0.89,3580,68738.73,Normal
9855,2026-05-16,West,DS28,Groundwater,12792.1,8372.86,4419.24,49.3,P774,3,Moderate,8.16,1.65,2793,50667.05,Normal
9856,2026-02-02,North,DS12,River,170338.61,158103.87,12234.74,67.6,P904,4,Poor,6.88,6.31,1016,88228.5,Normal
9857,2026-01-01,East,DS1,Reservoir,128874.04,114383.27,14490.77,23.0,P964,3,Excellent,6.63,0.51,1379,96784.71,Normal
9858,2026-02-27,Central,DS6,TreatmentPlant,57249.74,38345.88,18903.86,47.3,P872,2,Good,7.55,9.84,2323,43497.19,Maintenance
9859,2026-01-02,South,DS29,Reservoir,15122.22,14383.49,738.73,58.0,P819,3,Moderate,6.65,2.24,2543,31087.14,Normal
9860,2026-01-29,North,DS25,TreatmentPlant,20514.31,19960.36,553.95,58.7,P326,3,Good,7.41,5.73,691,42641.7,Normal
9861,2026-03-01,West,DS3,Groundwater,115747.14,90092.77,25654.37,70.2,P270,1,Excellent,8.45,1.66,3528,36885.96,Normal
9862,2026-01-03,Central,DS14,Reservoir,98482.66,83888.05,14594.61,27.1,P780,0,Moderate,7.27,9.44,3978,24534.56,Normal
9863,2026-02-04,Central,DS5,TreatmentPlant,25163.19,22483.67,2679.52,61.8,P971,4,Good,7.93,1.38,2027,28693.47,Critical
9864,2026-04-30,South,DS9,River,92900.46,73303.51,19596.95,49.5,P103,3,Good,8.07,7.52,4165,24569.36,Normal
9865,2026-06-01,Central,DS27,River,84588.47,71661.51,12926.96,20.4,P802,0,Excellent,7.19,4.42,3969,51586.67,Maintenance
9866,2026-02-20,Central,DS13,River,106059.61,101268.51,4791.1,31.5,P116,3,Excellent,8.48,7.06,3685,38588.52,Normal
9867,2026-05-12,West,DS20,River,177629.92,117186.55,60443.37,49.1,P300,2,Poor,6.85,7.26,3143,46414.83,Maintenance
9868,2026-06-22,North,DS14,Reservoir,85476.34,71587.94,13888.4,22.6,P312,3,Excellent,6.59,4.96,3416,66226.81,Normal
9869,2026-06-05,Central,DS2,River,140870.22,108603.76,32266.46,37.2,P527,2,Excellent,7.78,1.8,1194,62501.65,Normal
9870,2026-02-16,Central,DS29,TreatmentPlant,167278.91,148108.1,19170.81,66.4,P985,5,Moderate,8.44,6.33,654,80609.94,Normal
9871,2026-03-02,East,DS16,Reservoir,176982.0,173224.93,3757.07,74.2,P219,5,Poor,7.77,8.49,1959,25440.91,Normal
9872,2026-06-14,South,DS17,River,113477.32,79984.01,33493.31,68.8,P222,3,Excellent,8.42,9.53,4910,30421.83,Normal
9873,2026-03-14,South,DS27,Groundwater,142347.49,117157.58,25189.91,48.8,P514,5,Poor,7.02,4.62,1321,67006.05,Normal
9874,2026-05-12,South,DS3,TreatmentPlant,23142.78,22023.38,1119.4,70.6,P210,4,Moderate,6.88,1.54,4640,97196.29,Normal
9875,2026-01-07,Central,DS2,Reservoir,99713.59,74748.23,24965.36,43.9,P615,1,Good,7.46,8.89,1823,14955.74,Normal
9876,2026-04-12,North,DS2,Reservoir,151984.11,105328.44,46655.67,50.4,P520,4,Good,7.32,3.15,1682,76842.09,Leakage
9877,2026-06-03,East,DS2,River,96078.66,84810.62,11268.04,65.3,P730,4,Poor,8.16,9.41,4547,18930.01,Maintenance
9878,2026-04-20,West,DS18,Reservoir,26029.37,24159.35,1870.02,44.4,P964,4,Poor,6.87,9.67,4444,6238.18,Normal
9879,2026-03-15,East,DS5,Reservoir,193177.58,163064.87,30112.71,67.3,P559,0,Poor,8.34,8.05,1900,82872.91,Normal
9880,2026-03-14,Central,DS7,Reservoir,22667.77,21465.12,1202.65,29.6,P106,1,Excellent,8.11,3.38,4650,26372.27,Normal
9881,2026-05-07,South,DS22,TreatmentPlant,140671.51,108499.81,32171.7,75.2,P905,1,Poor,6.91,8.99,1024,74859.74,Normal
9882,2026-04-26,East,DS12,Groundwater,105012.65,92273.34,12739.31,67.4,P834,4,Moderate,7.83,0.2,2037,73098.44,Normal
9883,2026-05-30,West,DS13,Groundwater,22101.78,14382.94,7718.84,25.6,P352,4,Good,6.54,8.61,821,86813.56,Normal
9884,2026-01-10,Central,DS24,Reservoir,60687.8,57822.51,2865.29,46.1,P232,2,Poor,6.96,4.54,2638,41452.8,Normal
9885,2026-04-17,East,DS26,TreatmentPlant,87701.51,60679.6,27021.91,38.1,P671,1,Excellent,7.84,2.03,2793,45096.33,Normal
9886,2026-04-01,North,DS11,River,44086.86,30991.02,13095.84,22.0,P945,2,Excellent,6.98,4.4,1682,42054.01,Normal
9887,2026-04-25,West,DS3,Groundwater,46815.5,38472.05,8343.45,54.2,P933,0,Good,6.63,1.58,1524,16028.45,Normal
9888,2026-01-26,West,DS11,Groundwater,64458.46,43535.09,20923.37,74.8,P508,2,Moderate,7.92,2.38,1731,21682.67,Normal
9889,2026-02-26,East,DS14,Reservoir,133197.96,97791.56,35406.4,46.5,P553,4,Poor,6.76,1.37,961,43182.96,Normal
9890,2026-01-27,North,DS6,Reservoir,125630.43,119860.39,5770.04,50.8,P759,2,Excellent,8.21,4.53,2285,59607.26,Normal
9891,2026-01-31,North,DS11,Groundwater,42829.96,36259.67,6570.29,25.0,P726,4,Moderate,8.41,7.17,4318,32036.95,Normal
9892,2026-01-21,South,DS4,Groundwater,43503.33,36980.04,6523.29,24.8,P255,5,Moderate,6.65,8.96,4227,69504.94,Maintenance
9893,2026-04-07,West,DS8,Groundwater,175294.96,123777.94,51517.02,62.0,P533,0,Good,6.73,7.22,756,36387.26,Normal
9894,2026-04-14,West,DS11,Reservoir,144560.22,133747.27,10812.95,73.6,P783,1,Poor,7.22,4.17,2117,71690.54,Maintenance
9895,2026-05-12,North,DS7,River,132920.19,124932.67,7987.52,64.0,P700,2,Good,6.79,0.24,3444,85537.55,Normal
9896,2026-04-19,North,DS19,River,57725.17,38890.7,18834.47,34.2,P238,5,Moderate,7.58,3.39,3093,49299.08,Normal
9897,2026-06-27,Central,DS15,Reservoir,173323.93,130476.8,42847.13,73.8,P343,0,Excellent,7.21,4.21,1716,25736.19,Maintenance
9898,2026-04-16,South,DS4,Reservoir,76889.99,72742.84,4147.15,65.6,P234,4,Excellent,7.9,6.12,2060,20367.28,Maintenance
9899,2026-06-23,South,DS18,River,96077.13,76186.7,19890.43,60.4,P359,0,Moderate,6.81,2.38,678,1531.74,Normal
9900,2026-04-17,Central,DS4,Groundwater,21545.74,16786.7,4759.04,33.8,P879,3,Excellent,8.07,3.45,4861,41528.01,Leakage
9901,2026-03-10,South,DS6,River,21378.48,19904.01,1474.47,27.5,P664,1,Good,8.36,4.88,4370,97231.01,Normal
9902,2026-01-12,South,DS2,River,152309.78,117681.31,34628.47,74.4,P603,5,Moderate,7.92,1.24,1453,24322.98,Critical
9903,2026-06-21,South,DS12,TreatmentPlant,102845.72,74530.3,28315.42,77.8,P165,2,Excellent,8.06,9.56,2735,90753.73,Critical
9904,2026-03-20,North,DS26,Groundwater,133330.1,100732.32,32597.78,40.8,P135,5,Excellent,7.36,1.94,4314,89541.4,Normal
9905,2026-01-30,North,DS5,Groundwater,83319.43,60444.76,22874.67,65.9,P470,3,Excellent,8.01,8.96,3295,91295.65,Maintenance
9906,2026-01-18,West,DS10,Reservoir,136606.08,106866.17,29739.91,36.1,P391,5,Poor,7.75,8.42,3636,10744.78,Normal
9907,2026-01-10,Central,DS14,Reservoir,87638.35,62740.99,24897.36,25.8,P795,3,Good,7.06,3.88,4084,49786.0,Normal
9908,2026-01-25,North,DS4,River,183490.29,146388.0,37102.29,59.1,P948,1,Moderate,7.21,1.75,4116,52763.8,Maintenance
9909,2026-06-29,East,DS21,Groundwater,98812.1,64486.91,34325.19,29.6,P190,4,Good,7.32,4.97,568,26398.42,Maintenance
9910,2026-05-14,South,DS26,TreatmentPlant,125754.03,105205.08,20548.95,72.7,P931,1,Poor,7.85,5.83,3828,33169.18,Maintenance
9911,2026-03-12,Central,DS27,Reservoir,179199.44,122140.78,57058.66,30.7,P925,2,Excellent,7.04,7.34,2923,86645.58,Normal
9912,2026-01-23,South,DS25,River,87797.82,84549.36,3248.46,33.9,P695,4,Good,7.94,4.5,4492,93764.47,Normal
9913,2026-03-15,North,DS25,TreatmentPlant,131791.83,103856.59,27935.24,77.5,P136,5,Good,8.22,4.39,1941,84043.34,Normal
9914,2026-03-22,West,DS29,River,188197.11,131577.72,56619.39,44.0,P170,3,Poor,7.38,6.72,4643,46542.12,Maintenance
9915,2026-04-12,Central,DS7,TreatmentPlant,150630.97,118031.93,32599.04,39.6,P155,0,Moderate,7.98,2.34,2942,62574.01,Normal
9916,2026-04-04,West,DS21,Reservoir,102161.26,82832.38,19328.88,69.0,P415,0,Good,8.17,9.55,3756,55612.63,Maintenance
9917,2026-06-04,Central,DS8,Groundwater,192153.93,154954.32,37199.61,27.7,P975,5,Good,7.25,0.2,1737,28464.21,Normal
9918,2026-06-12,West,DS19,River,136270.47,97742.04,38528.43,63.1,P396,5,Moderate,8.24,8.69,2766,14654.05,Normal
9919,2026-05-29,East,DS20,Reservoir,99195.08,94334.04,4861.04,36.5,P481,3,Excellent,7.79,9.67,517,48738.68,Normal
9920,2026-04-21,South,DS26,Groundwater,89418.27,81604.35,7813.92,71.5,P259,5,Excellent,8.09,6.55,1323,39439.91,Normal
9921,2026-06-04,Central,DS4,River,198137.53,185179.5,12958.03,32.2,P814,5,Poor,7.4,5.65,549,90226.14,Normal
9922,2026-05-08,South,DS27,River,193700.51,163794.88,29905.63,43.9,P345,5,Moderate,7.33,5.41,4573,81323.78,Normal
9923,2026-06-08,South,DS25,River,90496.55,68976.93,21519.62,44.7,P439,4,Moderate,8.14,1.54,2146,42523.06,Normal
9924,2026-04-10,North,DS8,Reservoir,146086.41,142216.21,3870.2,29.5,P739,2,Poor,7.36,2.16,3479,7311.86,Normal
9925,2026-01-31,West,DS9,River,121171.25,79995.32,41175.93,25.4,P183,4,Excellent,6.93,8.5,2090,91765.95,Maintenance
9926,2026-04-06,North,DS26,Reservoir,81770.2,72970.55,8799.65,47.5,P966,4,Poor,7.82,7.57,1724,45432.47,Normal
9927,2026-05-30,North,DS22,Groundwater,88777.74,68830.07,19947.67,53.3,P368,0,Poor,8.48,9.2,4911,46958.38,Normal
9928,2026-06-01,North,DS25,Reservoir,196245.31,133024.29,63221.02,36.6,P281,5,Poor,8.26,9.88,4123,95912.92,Leakage
9929,2026-02-02,West,DS25,River,107882.81,76373.78,31509.03,28.0,P333,1,Good,7.16,7.55,4985,87721.54,Normal
9930,2026-06-14,East,DS20,River,138108.91,96402.18,41706.73,78.7,P304,2,Excellent,8.16,8.61,4441,24091.95,Leakage
9931,2026-04-12,South,DS9,Groundwater,47415.89,45252.28,2163.61,33.7,P471,4,Excellent,7.68,1.93,4079,38859.91,Leakage
9932,2026-06-18,East,DS2,TreatmentPlant,29964.34,21478.75,8485.59,29.4,P365,2,Excellent,6.81,0.56,1130,96077.58,Normal
9933,2026-05-29,Central,DS28,River,184511.84,159455.29,25056.55,67.9,P371,3,Good,6.84,9.88,3748,19966.82,Normal
9934,2026-04-29,South,DS8,TreatmentPlant,11869.15,8299.6,3569.55,40.8,P370,5,Excellent,7.92,5.91,758,29874.2,Normal
9935,2026-03-16,Central,DS9,River,172761.76,152020.48,20741.28,73.6,P823,2,Poor,8.44,3.72,2225,44738.95,Normal
9936,2026-05-02,East,DS11,TreatmentPlant,107661.33,87021.29,20640.04,57.5,P602,0,Good,8.43,2.02,4969,76781.83,Normal
9937,2026-01-25,South,DS26,Groundwater,21351.52,19119.38,2232.14,33.6,P947,5,Good,7.32,8.77,4778,37865.85,Normal
9938,2026-06-04,South,DS14,Reservoir,121696.67,102844.3,18852.37,75.2,P383,4,Moderate,7.79,3.79,891,62633.92,Normal
9939,2026-05-08,East,DS23,TreatmentPlant,163053.64,106727.41,56326.23,37.0,P507,5,Excellent,8.31,9.05,515,81084.9,Normal
9940,2026-02-03,East,DS3,TreatmentPlant,177835.76,168624.78,9210.98,39.0,P602,1,Poor,7.64,4.1,1948,78075.5,Normal
9941,2026-04-08,Central,DS2,Groundwater,135429.81,111051.63,24378.18,69.0,P246,0,Moderate,6.83,1.92,671,84420.99,Normal
9942,2026-05-08,Central,DS3,Groundwater,15456.4,13390.87,2065.53,44.2,P748,2,Poor,7.15,2.41,2126,44965.23,Leakage
9943,2026-04-17,East,DS22,Reservoir,82901.11,66322.79,16578.32,54.8,P203,4,Moderate,6.56,1.01,845,11995.91,Normal
9944,2026-04-27,West,DS15,TreatmentPlant,185210.97,152622.19,32588.78,75.3,P973,3,Moderate,8.16,7.3,1227,96148.92,Normal
9945,2026-05-10,Central,DS15,River,116522.64,90511.61,26011.03,32.4,P710,2,Excellent,7.41,6.06,2949,75821.52,Maintenance
9946,2026-06-14,East,DS3,Reservoir,134588.79,98676.8,35911.99,38.9,P719,5,Moderate,7.3,6.47,1817,25522.68,Normal
9947,2026-06-16,East,DS4,Reservoir,18550.91,12692.21,5858.7,34.9,P674,0,Moderate,8.08,1.0,3866,96448.07,Normal
9948,2026-03-25,East,DS29,Groundwater,151456.7,136004.28,15452.42,48.8,P949,1,Moderate,8.36,4.58,3113,18952.61,Normal
9949,2026-04-11,West,DS7,Groundwater,36070.22,33345.2,2725.02,49.3,P764,5,Excellent,8.49,9.38,1322,88020.12,Critical
9950,2026-04-02,East,DS1,Reservoir,52375.21,50461.59,1913.62,54.5,P713,0,Poor,7.57,4.06,2936,58584.3,Normal
9951,2026-01-12,West,DS4,TreatmentPlant,144324.48,104183.92,40140.56,44.7,P148,4,Good,7.51,9.09,3088,36273.94,Normal
9952,2026-06-08,North,DS19,River,157275.37,135197.98,22077.39,40.1,P311,5,Poor,6.99,5.35,1605,46204.99,Normal
